OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,latitude,longitude
7197,7-ELEVEN #35115,"I-90, EXIT 42",Phelps,NY,190,4.049,,
7197,7-ELEVEN #35115,"I-90, EXIT 42",Phelps,NY,190,4.019,,
7212,ONVO TRAVEL PLAZA,"I-90 & RTE 22, EXIT B-3",Canaan,NY,12,3.439,,
7212,ONVO TRAVEL PLAZA,"I-90 & RTE 22, EXIT B-3",Canaan,NY,12,3.399,,
7213,SENECA ONE STOP,"I-90, EXIT 58",Irving                                  ,NY,38,2.899,,
7213,SENECA ONE STOP,"I-90, EXIT 58",Irving                                  ,NY,38,2.999,,
7215,TA FULTONVILLE TRAVEL CENTER,"I-90, EXIT 28",Fultonville,NY,12,4.039,,
7216,ONVO TRAVEL PLAZA - LOUNSBERRY,"SR-17, EXIT 63",Nichols,NY,220,3.399,,
7216,ONVO TRAVEL PLAZA - LOUNSBERRY,"SR-17, EXIT 63",Nichols,NY,220,3.439,,
7220,CUMBERLAND FARMS #001662,US-9W/SR-32,Glenmont,NY,12,3.799,,
7220,CUMBERLAND FARMS #001662,US-9W/SR-32,Glenmont,NY,12,3.749,,
7234,TA BLOOMSBURY TRAVEL CENTER,"I-78/US-22, EXIT 7 & SR-173",Bloomsbury,NJ,115,3.79066666,,
7237,TA COLUMBIA TRAVEL CENTER,"I-80, EXIT 4 & SR-94",Columbia,NJ,115,4.099,,
7239,TA PAULSBORO TRAVELCENTER,"I-295, EXIT 18A",Paulsboro,NJ,150,3.999,,
7240,Pilot Travel Centers #190,"I-78, EXIT 12 & US-22",Hampton                                 ,NJ,105,3.809,,
7282,ALLTOWN FRESH,"I-87, EXIT 17N & US-9",Fort Edward,NY,12,3.759,,
7282,ALLTOWN FRESH,"I-87, EXIT 17N & US-9",Fort Edward,NY,12,3.779,,
7285,SENECA ONE STOP,"SR-17, EXIT 20",Salamanca                               ,NY,38,3.309,,
7312,208 FUEL PLAZA,"I-70, EXIT 208",Belmont,OH,430,3.419,,
7331,SPEEDWAY #9266,US-52 & SR-234,Ironton,OH,255,3.699,,
7364,Petro Stopping Center,"I-80, EXIT 226",Girard,OH,573,3.45233333,,
7389,GO MART FOOD STORE #58,"I-77, EXIT 1 & SR-7",Marietta,OH,430,3.799,,
7396,7-ELEVEN #36180,US-20/SR-18,Monroeville,OH,550,3.614,41.2443539,-82.6950511
7403,FUEL MART #714,"I-75, EXIT 168",North Baltimore                         ,OH,550,3.11233333,,
7408,FRIENDSHIP FOOD MART #99,US-224 & SR-61/SR-598,Willard,OH,249,3.63233333,,
7412,PETRO STOPPING CENTER #374,"I-69, EXIT 245 & SR-28",Gaston,IN,457,3.53566666,,
7416,GOOD TO GO #40,"I-65, EXIT 215 & SR-114",Rensselaer,IN,290,3.20066666,,
7417,SKY CITGO,US-30 & SR-23,Grovertown,IN,365,3.499,41.3749314,-86.505723
7418,JJS TRAVEL PLAZA,US-31 & US-24,Peru,IN,370,3.444,40.7936297,-86.1293105
7421,MIDLAND #1901,"I-70, EXIT 137 AT MILE 137",Cambridge City,IN,375,3.43233333,,
7425,Petro Brazil,"I-70,  EXIT 23",Brazil,IN,375,3.989,,
7429,TA CLAYTON,"I-70, EXIT 59 & SR-39",Clayton,IN,375,3.939,,
7435,PETRO STOPPING CENTER #375,"I-65, EXIT 201 & US-231/US-24",Remington,IN,365,3.699,,
7436,TA WHITESTOWN,"I-65/US-52, EXIT 130",Whitestown,IN,375,3.57066666,,
7437,PETRO STOPPING CENTER #379,"I-74,  EXIT 143",Greensburg,IN,375,3.999,,
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.349,,
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.399,,
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.439,,
7457,TA EFFINGHAM TRAVEL CENTER,"I-57 & I-70, EXIT 160",Effingham,IL,574,3.549,,
7459,TA Morris Travel Center,"I-80, EXIT 112 & SR-47",Morris,IL,290,3.849,,
7466,PILOT #595,"I-57, EXIT 54B & SR-13",Marion,IL,540,3.759,,
7466,PILOT TRAVEL CENTER #595,"I-57, EXIT 54B & SR-13",Marion,IL,540,3.759,,
7469,PILOT TRAVEL CENTERS #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.439,,
7469,PILOT TRAVEL CENTER #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.699,,
7469,PILOT TRAVEL CENTER #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.579,,
7469,PILOT TRAVEL CENTER #313,"I-70/I-55, EXIT 4 & SR-203",East Saint Louis,IL,540,3.379,,
7471,ROAD RANGER #185,"I-55, EXIT 145 & US-136",Mc Lean,IL,280,3.349,,
7471,ROAD RANGER #185,"I-55, EXIT 145 & US-136",Mc Lean,IL,280,3.449,,
7724,FUEL MART #767,US-6 & US-23,Bradner,OH,550,3.40733333,,
7725,BELL STORES #48,US-30 & SR-94,Dalton,OH,249,3.38566666,40.7955751,-81.6943946
7886,PETRO STOPPING CENTER #357,"I-70, EXIT 156B & US-40",New Paris,OH,317,3.48733333,,
9161,TREXLER PLAZA TRUCK STOP,I-78/US-22,Allentown,PA,160,3.63233333,40.6201929,-75.4531705
9216,309 TRUCK STOP,SR-309,Coopersburg                             ,PA,90,3.759,,
9241,7-ELEVEN #40286,"I-76,  EXIT 23/312",Elverson,PA,160,3.889,,
9280,ONVO TRAVEL PLAZA - LAKEWOOD,"I-84, EXIT 20 & SR-507",Greentown,PA,200,3.54566666,,
9289,ONVO EXPRESS,"I-81, EXIT 217 & SR-547",Harford,PA,200,3.609,,
9340,LANCASTER TRAVEL PLAZA,US-30,Ronks,PA,208,3.899,40.0198103,-76.1793557
9354,BFS FOODS TRUCK PLAZA,"I-79, EXIT 1",Mount Morris,PA,165,4.499,,
9381,SCOTT FUEL TRAVEL PLAZA,"I-81, EXIT 199",Dalton                                  ,PA,200,3.599,,
9382,PILOT TRAVEL CENTERS #286,"I-70, EXIT 10 & SR-127",Eaton,OH,317,3.46233333,,
9383,PILOT TRAVEL CENTERS #285,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.44566666,,
9386,PETRO STOPPING CENTER #325,"I-75,  EXIT 167",North Baltimore,OH,550,3.27066666,,
9403,PILOT TRAVEL CENTERS #280,"I-78, EXIT 7 & SR-173",Bloomsbury                              ,NJ,105,3.809,,
9415,7-ELEVEN #40287,"I-76, EXIT 24A/326",Wayne,PA,160,3.889,,
9467,TA PORTER TRAVEL CENTERS,"I-94, EXIT 22B & US-20",Chesterton,IN,365,3.849,,
9468,TA LAKE STATION,"I-80 & I-94, EXIT 15B",Lake Station,IN,365,3.849,,
9699,SPEEDWAY #9400,US-30/US-62 & SR-297,Canton,OH,249,3.369,,
9703,PILOT TRAVEL CENTERS #2,"I-90, EXIT 223 & SR-45",Austinburg                              ,OH,305,3.859,,
9724,One9 #1339,"I-81,  EXIT 34",Parish,NY,190,3.799,,
9855,PILOT TRAVEL CENTER #37,"I-65, EXIT 95",Whiteland,IN,375,3.959,,
9855,PILOT TRAVEL CENTERS #37,"I-65, EXIT 95",Whiteland,IN,375,3.959,,
9860,PARADISE AUTO TRUCK PLAZA,US-31,Rochester,IN,370,3.40566666,41.0707164,-86.2157681
9862,PILOT TRAVEL CENTER #271,"I-80, EXIT 6",Gary,IN,365,3.829,,
9862,PILOT TRAVEL CENTERS #271,"I-80, EXIT 6",Gary,IN,365,3.799,,
9971,TA DANSVILLE TRAVEL CENTER,"I-390 & COMMERCE, EXIT 5",Dansville,NY,190,4.499,,
9973,BOLLA MARKET,"I-287, EXIT 66",Mahwah,NJ,115,3.53233333,,
10028,GOOD TO GO #10,US-35,Winamac,IN,290,3.914,41.0592047,-86.604608
10053,BECKS #27,"I-39/US-51, EXIT 72 & US-34",Mendota,IL,270,3.269,,
10057,Flying J Travel Plaza #649,"I-465, EXIT 4",Indianapolis,IN,375,3.899,,
10057,Flying J TravelPlaza #649,"I-465, EXIT 4",Indianapolis,IN,375,3.899,,
10116,Petro Stopping Center #359,"I-39/US-51, EXIT 99 & SR-38",Rochelle,IL,520,3.759,,
10122,LOVES TRAVEL STOP #417,"I-80 & I-94, EXIT 9A",Gary,IN,365,3.809,,
10126,PILOT TRAVEL CENTERS #152,"I-65, EXIT 16 & MEMPHIS RD",Memphis,IN,415,3.959,,
10126,PILOT TRAVEL CENTER #152,"I-65, EXIT 16 & MEMPHIS RD",Memphis,IN,415,3.959,,
20019,SUNOCO,"I-295, EXIT 2C & SR-140",Penns Grove,NJ,150,3.459,,
20033,LOVES TRAVEL STOP #772,"I-86 & SR-17, EXIT 37",Bath,NY,190,4.489,,
20036,SMOKIN JOES,I-90 EXIT 24,Sanborn                                 ,NY,38,3.699,,
20042,FLYING J TRAVEL PLAZA #700,I-80 & I-90 EXIT 71,Perrysburg,OH,550,3.759,,
20043,FRIENDSHIP FOOD MART #70,SR-2 & SR-53,Port Clinton,OH,550,3.939,41.5082748,-82.9112894
20045,PILOT TRAVEL CENTERS #281,"I-80, EXIT 226",Girard,OH,573,3.45233333,,
20062,PILOT TRAVEL CENTERS #298,"I-80, EXIT 256 & SR-93",Drums,PA,200,3.97566666,,
20066,KWIK FILL #228,"I-90, EXIT 45 & US-20",North East,PA,240,4.089,,
20070,ONVO TRAVEL PLAZA - PROMISED LAND,"I-84, EXIT 26 & SR-390",Tafton,PA,200,3.54566666,,
52081,MCCLURE OIL #9,US-31 & SR-18,Kokomo,IN,375,3.839,40.4214595,-86.0906163
52112,SROKAS SERVICE CENTER,SR-149,Fort Ann,NY,12,3.799,,
52112,SROKAS SERVICE CENTER,SR-149,Fort Ann,NY,12,3.899,,
52112,SROKAS SERVICE CENTER,SR-149,Fort Ann,NY,12,3.999,,
52145,Pilot Travel Center #318,"I-465/I-74/US-52/US-40/SR-67, EXIT 4 & SR-37",Indianapolis,IN,375,3.899,,
52145,Pilot Travel Centers#318,"I-465/I-74/US-52/US-40/SR-67, EXIT 4 & SR-37",Indianapolis,IN,375,3.899,,
52150,PILOT TRAVEL CENTERS #311,"I-90, EXIT 27 & SR-97",Erie,PA,240,4.21566666,,
52153,PILOT TRAVEL CENTER #1412,"I-94 & RUSSELL RD, EXIT 1",Wadsworth,IL,444,3.769,,
52153,PILOT #1412,"I-94 & RUSSELL RD, EXIT 1",Wadsworth,IL,444,3.829,,
52153,PILOT #1412,"I-94 & RUSSELL RD, EXIT 1",Wadsworth,IL,444,3.769,,
52255,GREATER CHICAGO I 55,"I-55, EXIT 267 & SR-53",Bolingbrook,IL,290,3.609,,
52255,GREATER CHICAGO I 55,"I-55, EXIT 267 & SR-53",Bolingbrook,IL,290,3.319,,
52322,BOLLA MARKET,"I-95, EXIT 13",Elizabeth,NJ,115,3.099,,
52323,POWER,"I-78, EXIT 58 & SR-9/SR-1",Newark,NJ,115,4.299,,
52325,MIRABITO #69,"I-88, EXIT 15 & SR-23",Oneonta,NY,12,3.999,,
52340,KWIK FILL #249,US-22,Duncansville,PA,14,4.07233333,40.427233,-78.4204504
52385,Flying J Travel Plaza #696,"I-71, EXIT 131",Sunbury,OH,315,3.719,,
52413,PILOT TRAVEL CENTERS #360,"I-75 & SR-613, EXIT 164",Findlay                                 ,OH,411,3.31566666,,
52421,SHEETZ #194,"I-80, EXIT 97",Falls Creek,PA,14,3.30733333,,
52454,PILOT TRAVEL CENTERS #6,"I-70, EXIT 178 & SR-209",Cambridge,OH,315,3.509,,
52461,FLORENCE VALERO,US-130,Burlington                              ,NJ,160,3.13566666,40.0739541,-74.8497
52464,7-ELEVEN #40118,ST 220 & I-180,Muncy,PA,138,4.359,41.2070761,-76.7805585
52471,FLYING J TRAVEL PLAZA #695,"I-75, EXIT 135",Beaverdam,OH,411,3.33066666,,
52472,FLYING J TRAVEL PLAZA #708,"I-81, EXIT 52",Carlisle,PA,70,4.109,,
52511,JOES JUNCTION #9,"I-65, RAYMOND EXIT",Indianapolis,IN,375,3.459,,
52520,DANDY MINI MART #19,"ROUTE 17, EXIT 59-A",Sayre,PA,190,3.99233333,,
52549,SPEEDWAY #3328,"I-77, EXIT 159 A",Cleveland,OH,305,3.799,,
52562,MOBIL,"I-87, EXIT 36                 ",Plattsburgh                             ,NY,39,3.799,,
52587,PILOT TRAVEL CENTERS #380,"I-81, EXIT 25 & I-90, EXIT 36",Liverpool,NY,220,4.159,,
52594,PILOT TRAVEL CENTERS #348,"I-70, EXIT 32B",Bentleyville,PA,165,4.109,,
52595,7-ELEVEN #40281,"I-476,  EXIT 35/95",Jim Thorpe,PA,90,3.589,,
52597,7-ELEVEN #40278,"I-81, EXIT 44 & I-76",Plainfield,PA,70,3.96733333,,
52598,7-ELEVEN #40283,"I-76, EXIT 19/247",Middletown,PA,70,3.97066666,,
52599,7-ELEVEN #40285,"I-76, EXIT 21/286",Bowmansville,PA,208,3.97066666,,
52602,7-ELEVEN #40277,"I-76, EXIT 16/226",Newburg,PA,70,4.299,,
52605,PILOT TRAVEL CENTER #39,"I-57, EXIT 335",Monee,IL,290,3.559,,
52605,PILOT TRAVEL CENTERS #39,"I-57, EXIT 335",Monee,IL,290,3.459,,
52605,PILOT TRAVEL CENTERS #39,"I-57, EXIT 335",Monee,IL,290,3.399,,
52605,PILOT TRAVEL CENTER #39,"I-57, EXIT 335",Monee,IL,290,3.399,,
52605,PILOT TRAVEL CENTER #39,"I-57, EXIT 335",Monee,IL,290,3.439,,
52610,TA HARBORCREEK TRAVEL CENTER,"I-90, EXIT 35",Erie,PA,240,4.199,,
52615,PILOT TRAVEL CENTERS #4,"I-90, EXIT 151",Avon,OH,305,3.879,,
52616,PILOT TRAVEL CENTER #28,I-69 EXIT 234,Daleville,IN,457,3.649,,
52616,PILOT TRAVEL CENTERS #28,I-69 EXIT 234,Daleville,IN,457,3.519,,
52632,LOVES TRAVEL STOP #451,"I-65, EXIT 95 & CR-500",Whiteland,IN,375,3.949,,
52636,LOVES TRAVEL STOP #414,"I-64, EXIT 25B & US-41",Haubstadt,IN,340,3.949,,
52640,SPEEDWAY #8316,US-30 & US-41,Dyer,IN,290,3.649,41.4913349,-87.4935115
52647,FLYING J TRAVEL PLAZA #699,"I-70, EXIT 122",Millersport,OH,315,3.44566666,,
52664,PETRO STOPPING CENTER #378,I-81 EXIT 178B,Pittston,PA,200,4.16566666,,
52669,COLUMBIA TRUCK STOP,US-46,Columbia,NJ,115,3.079,40.9199327,-75.08675
52676,PILOT TRAVEL CENTERS #336,"I-80, EXIT 97 & US-219",Du Bois,PA,14,4.034,,
52679,LOVES TRAVEL STOP #404,"I-295, EXIT 56 & I-95, EXIT 7",Bordentown,NJ,150,3.979,,
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.699,,
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.439,,
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.439,,
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.439,,
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.379,,
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy                                    ,IL,540,3.579,,
60248,METRO,"I-95, EXIT 12",Avenel                                  ,NJ,115,3.299,,
60250,ELIZABETH TRUCK STOP,"I-95, EXIT 13A & SR-81",Elizabethport,NJ,115,3.399,,
60255,HUCKS FOOD & FUEL #186,US-51/CR-1450 & US-136,Heyworth,IL,368,3.479,,
60255,HUCKS FOOD & FUEL #186,US-51/CR-1450 & US-136,Heyworth,IL,368,3.549,,
60256,BOLLA MARKET,"I-84, EXIT 1",Montague,NJ,115,3.519,,
60270,CHUCKLES #27,SR-57,Washington                              ,IN,340,3.339,38.650294,-87.1712151
60434,ENRITE,US-9,Linden,NJ,79,3.34233333,40.6255681,-74.2443597
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,290,3.799,,
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,290,3.499,,
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,290,3.599,,
60460,HAHN OIL,US-36,Coshocton                               ,OH,315,3.299,40.2855959,-81.8664449
60461,TRUE NORTH #704,"I-75, EXIT 56A",Dayton                                  ,OH,317,3.799,,
60463,Anna Truck Stop,"I-75, EXIT 99",Anna,OH,411,3.01566666,,
60465,MOTOMART #4129,ST 309,Marion                                  ,OH,411,3.34233333,40.5896621,-83.1034936
60471,FUEL MART #701,"I-480/I-271, EXIT 23 & SR-8",Bedford,OH,305,3.529,,
60473,BELL STORES #50,ST 3,Wooster,OH,249,3.599,40.8046293,-81.9414264
60508,FEGLEY VALERO,SR-309,Tamaqua,PA,90,3.599,,
60829,BARRY TRAVEL PLAZA,"I-72, EXIT 20",Barry,IL,540,3.599,,
60833,SPEEDWAY #5400,CR-11 & CR-23,Bloomingdale,IL,290,3.759,,
60834,SPEEDWAY #7422,SR-43,Burbank,IL,293,3.619,,
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,270,3.499,,
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,270,3.399,,
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,270,3.899,,
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale                               ,IL,270,3.699,,
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale                               ,IL,270,3.999,,
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale                               ,IL,270,3.799,,
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,293,3.249,41.8313744,-88.0288658
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,293,3.349,41.8313744,-88.0288658
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,293,3.299,41.8313744,-88.0288658
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.189,,
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.249,,
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.399,,
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.189,,
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.349,,
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,510,3.399,,
60865,Truckquest,"I-55, EXIT 286",Cicero,IL,290,3.599,,
60865,Truckquest,"I-55, EXIT 286",Cicero,IL,290,3.649,,
60871,WENONA BP,"I-39/US-51, EXIT 35 & SR-17",Wenona                                  ,IL,280,3.499,,
60881,GAS AND STUFF,"I-64, EXIT 118",Georgetown                              ,IN,415,3.799,,
60882,SPEEDWAY #6666,US-33,Goshen,IN,465,3.81566666,41.6220414,-85.8997144
60887,STERNBERG CITGO TRUCK STOP,"I-64, EXIT 57",Jasper                                  ,IN,340,3.759,,
60890,JACK FLASH,I-57 EXIT 135,Farina,IL,510,3.099,,
60890,JACK FLASH,I-57 EXIT 135,Farina,IL,510,3.199,,
60900,7-ELEVEN #40504,"I-80/I=90, MM 56 EB",Rolling Prairie,IN,465,3.999,,
60902,SPEEDWAY #6674,"I-80/I-90, EXIT 72 & SR-31",South Bend,IN,465,3.69066666,,
61193,SPEEDWAY #8502,"I-75, EXIT 161 & CR-99",Findlay,OH,411,3.299,,
61292,ENRITE,"I-95, EXIT 14A",Jersey City,NJ,115,3.349,,
61301,SUNOCO- WALT WHITMAN PLAZA #7007,"NJTP,MILE POST 30",Cherry Hill,NJ,150,3.899,,
61304,A Plus MOLLY PITCHER PLAZA #7011,MILE POST 71.7 NJ TURNPIKE SO,Cranbury,NJ,115,3.909,,
61305,BP,US-130,Cranbury,NJ,150,3.14566666,40.2963021,-74.5164995
61308,CARLSTADT VALERO,SR-120,Carlstadt,NJ,115,3.199,,
61312,BLUE STAR,US-202 & SR-31,Flemington                              ,NJ,115,3.399,40.500586,-74.8546805
61326,SUNOCO JAMES F COOPER PLAZA- #7008,MILEPOST 39 NJ TURNPIKE N,Mount Laurel,NJ,150,3.959,,
61328,KW RASTALL OIL,US-130,North Brunswick,NJ,115,3.199,40.4527398,-74.4590098
61333,46 GAS AND TRUCK STOP,US-46,Palisades Park,NJ,115,3.23566666,40.8414785,-73.9973052
61337,SUNOCO- JOHN FENWICK PLAZA #7006,"NJTP, MM 5",Penns Grove,NJ,150,3.909,,
61339,FUEL ONE,"I-78, EXIT 3 & US-22",Phillipsburg,NJ,79,3.359,,
61346,SUNOCO- ALEXANDER HAMILTON PLAZA #7016,NEW JERSEY TURNPIKE SOUTH MILEPOST 111.6 ,Secaucus,NJ,115,3.899,,
61409,104 STORE,SR-370/SR-104,Red Creek                               ,NY,220,3.799,,
61410,KWIK FILL #58,ST 15,Rochester                               ,NY,190,3.969,43.157285,-77.615214
61410,KWIK FILL #58,ST 15,Rochester                               ,NY,190,3.999,43.157285,-77.615214
61421,7-ELEVEN #40294,"I-80 WB, EXIT 139",Amherst,OH,249,3.53233333,,
61430,7-ELEVEN #40303,"I-90, EXIT 7",Clyde,OH,550,3.66233333,,
61431,7-ELEVEN #40304,"I-90, EXIT 7",Clyde,OH,550,3.66233333,,
61439,7-ELEVEN #40302,"I-75, EXIT 157",Genoa,OH,550,3.66233333,,
61449,7-ELEVEN #40297,"I-80, EXIT 13A",Mantua,OH,249,3.53233333,,
61450,7-ELEVEN #40298,I-80,Mantua,OH,249,3.53233333,41.283944,-81.223991
61453,CITGO,"I-475, EXIT 6",Maumee,OH,550,3.499,,
61458,7-ELEVEN #40299,OHIO TNPK MM 237 & SR-26,New Springfield,OH,165,3.53233333,,
61459,7-ELEVEN #40300,"I-76, EXIT 157",New Springfield,OH,165,3.53233333,,
61461,S&G,"I-280, EXIT 7                 ",Oregon                                  ,OH,550,3.599,,
61508,7-ELEVEN #40275,"I-70 & I-76 NB, MM 147",Bedford,PA,14,4.199,,
61509,7-ELEVEN #40275,"I-70/I-76 SB, MM 147",Bedford,PA,14,4.199,,
61511,MIDWAY FUEL AND TRUCK WASH,"I-78/US-22, EXIT 16",Bethel,PA,208,3.364,,
61515,Carlisle Fuel Stop,"I-81, EXIT 52",Carlisle,PA,70,3.359,,
61540,S&P Oil,US-13,Levittown,PA,160,3.81566666,40.1291496,-74.8341614
61559,7-ELEVEN #40273,34 MILE WEST OF EXIT 11/146,Somerset,PA,168,4.20733333,,
61560,7-ELEVEN #40272,"I-70 & 76, EXIT 10",Somerset,PA,168,4.20733333,,
61567,7-ELEVEN #35774,"I-76, EXIT 5/48",Verona,PA,165,4.20733333,,
61569,KWIK FILL #295,US-6 BUS,Warren,PA,240,4.699,,
61570,7-ELEVEN #40276,"I-76, EXIT 12/161 & SR-655",Waterfall,PA,14,4.199,,
61571,7-ELEVEN #40280,MILE MARKER 55 NE EXT PENN TPKE,Allentown,PA,90,3.589,,
62008,LOVES TRAVEL STOP #366,"I-81, EXIT 90",Jonestown,PA,70,3.85733333,,
62355,MINIT MART #600630,"I-39, EXIT 14",El Paso,IL,368,3.679,40.6947883,-89.0292608
62355,MINIT MART #600630,"I-39, EXIT 14",El Paso,IL,368,3.599,40.6947883,-89.0292608
62370,7-ELEVEN #34712,I-90 Exit 24,Belvidere,IL,290,3.739,,
62399,Rebel Plus #882,"I-80, EXIT 101",Bristol,IN,465,3.57566666,,
62790,7-ELEVEN #40084,US-46/US-1/US-9,Palisades Park,NJ,115,3.099,,
62800,A ONE TRUCK STOP,US-9,South Amboy,NJ,79,3.499,40.478413,-74.2914811
62841,SPEEDWAY #9912,"I-81, EXIT 10",Mc Graw,NY,32,4.309,,
62844,CIRCLE K #4707612,"I-81, EXIT 14",Tully,NY,220,3.799,42.832602,-76.1232381
62844,CIRCLE K #4707612,"I-81, EXIT 14",Tully,NY,220,4.299,42.832602,-76.1232381
62850,GANSEVOORT MINI MART,"I-87, EXIT 17",Gansevoort,NY,12,3.759,,
62850,GANSEVOORT MINI MART,"I-87, EXIT 17",Gansevoort,NY,12,3.779,,
62887,SPEEDWAY #9367,"I-275, EXIT 42",Cincinnati,OH,300,3.12566666,,
62918,CIRCLE K #4705567,ST 91,Twinsburg,OH,305,3.63233333,41.3125552,-81.4401129
62991,ONVO TRAVEL PLAZA,"I-84, EXIT 17",Lake Ariel,PA,200,3.58566666,,
62996,MARTIN GENERAL STORE,US-22,Alexandria,PA,14,3.539,40.5564586,-78.0977847
63336,ROAD RANGER #118,"I-72 & I-55, EXIT 100-A",Springfield,IL,318,3.299,,
63336,ROAD RANGER #118,"I-72 & I-55, EXIT 100-A",Springfield,IL,318,3.409,,
63353,LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,280,3.589,,
63353,LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,280,3.549,,
63353,LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,280,3.489,,
63353,LOVES TRAVEL STOP #367,"I-74, EXIT 149",Le Roy,IL,280,3.389,,
63409,FLYING J TRAVEL PLAZA #693,"I-90, EXIT 48A; PEMBROKE, NY",Corfu,NY,38,3.889,,
63501,LOVES TRAVEL STOP #407,I-81 EXIT 52B OR I-76 EXIT 226,Carlisle,PA,70,4.099,,
63564,PILOT TRAVEL CENTERS #213,"I-70, EXIT 94 (WILSON ROAD)",Columbus,OH,315,3.509,,
63570,PILOT TRAVEL CENTERS #287,"I-71, EXIT 204 & SR-83",Burbank,OH,305,3.699,,
63577,PILOT TRAVEL CENTERS #236,"I-80, EXIT 122",Minooka,IL,290,3.799,,
63577,PILOT TRAVEL CENTER #236,"I-80, EXIT 122",Minooka,IL,290,3.799,,
63595,SPEEDWAY #5236,"I-75, EXIT 122",Lima,OH,411,3.25566666,,
63606,FLYING J TRAVEL PLAZA #652,"I-65/US-52, EXIT 139 & SR-39",Lebanon,IN,375,3.64066666,,
63608,ROAD RANGER #206,US-20,Winnebago,IL,520,3.219,42.2196697,-89.0722514
63608,ROAD RANGER #206,US-20,Winnebago,IL,520,3.289,42.2196697,-89.0722514
63608,ROAD RANGER #206,US-20,Winnebago,IL,520,3.299,42.2196697,-89.0722514
63609,ROAD RANGER #203,US-20 & SR-2,Rockford,IL,520,3.219,42.2195707,-89.0951615
63609,ROAD RANGER #203,US-20 & SR-2,Rockford,IL,520,3.289,42.2195707,-89.0951615
63609,ROAD RANGER #203,US-20 & SR-2,Rockford,IL,520,3.299,42.2195707,-89.0951615
63614,PILOT TRAVEL CENTERS #446,"I-69, EXIT 234",Daleville,IN,457,3.514,,
63614,PILOT TRAVEL CENTER #446,"I-69, EXIT 234",Daleville,IN,457,3.649,,
63625,FLYING J TRAVEL PLAZA #688,"I-295, DEEP WATER STREET",Penns Grove,NJ,243,3.989,,
63637,PILOT TRAVEL CENTERS #454,"I-70, EXIT 79",London                                  ,OH,315,3.509,,
63639,PILOT TRAVEL CENTERS #444,"I-70, EXIT 23",Brazil                                  ,IN,375,3.939,,
63639,PILOT TRAVEL CENTER #444,"I-70, EXIT 23",Brazil                                  ,IN,375,3.939,,
63703,QUICK FUEL #2303,"I-71, EXIT 104/FRANK RD EXIT",Columbus,OH,315,3.56566666,,
63704,QUICK FUEL #2301,"I-275, EXIT 44",Cincinnati,OH,300,3.239,,
63716,EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,520,3.549,,
